N° Ticket;Statut;Titre;N° PPV Site;Nom du Site;Code Banco;Nom Contrat;Code Agence;Agence;Région;Util. Demandeur;Util. Prise en compte;Util. Resp. Ticket;Util. Cloture;Date Demande;Date Prise en compte;Date Réal. Prog.;Date Cloture;Type de compte;Imputation;
42447;Cloturé sans suite;Depan Sirene;94958;LE GRAU-DU-ROI SIRENE+COURANTOMETRE Pont tournant;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;FO4106;FCK343;FCK343;FCK343;2020-06-19;2020-06-19;2020-06-19;2020-06-19;Exploitation;-;
42436;Cloturé sans suite;Activation carte GPRS;74363;MONTAGNAC Surpresseur Cave Coopérative;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;DGH201;HCE437;HCE437;HCE437;2020-06-19;2020-06-30;2020-06-30;2020-07-06;Exploitation;-;
42435;Cloturé sans suite;Tel C.Gasc;;;;;1109;AG Occitanie Nord Est;Occitanie;CAL408;FCK343;FCK343;FCK343;2020-06-19;2020-06-19;2020-06-19;2020-06-19;Exploitation;-;
42434;Cloturé sans suite;Open Client M.Ramirez;;;;;1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2020-06-19;2020-06-19;2020-06-19;2020-06-19;Exploitation;-;
42433;Cloturé sans suite;RDV Orange Routeur Calvisson;;;;;1109;AG Occitanie Nord Est;Occitanie;GJH222;FCK343;FCK343;FCK343;2020-06-19;2020-06-19;2020-06-19;2020-06-19;Exploitation;-;
42420;Cloturé;P400 passé en GPRS;84164;BARBAIRA STEP nouvelle;11323;CARCASSONNE AGGLO - BARBAIRA;1113;AG Aude Pyrénées Orientales;Occitanie;GGA565;AFG555;AFG555;AFG555;2020-06-19;2020-06-19;2020-07-04;2020-06-19;Exploitation;-;
42416;Cloturé;Ajout BP réarmement;97777;LAVALETTE PR+TP Saint Germain;24276;CA CARCASSONNE AGGLO - Lot n°2 - Assainissement collectif;1113;AG Aude Pyrénées Orientales;Occitanie;SQ5713;AFG555;AFG555;AFG555;2020-06-19;2020-06-24;2020-07-09;2020-06-24;Exploitation;-;
42412;Cloturé;passage en GPRS;13857;AXAT UTEP Fontanilles;26337;AXAT;1113;AG Aude Pyrénées Orientales;Occitanie;AFG555;AFG555;AFG555;AFG555;2020-06-19;2020-06-19;2020-06-19;2020-06-19;Exploitation;-;
42381;Cloturé sans suite;Changer le bandeau de COM;15766;SETE Vanne électrique pointe courte;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;AEJ200;QJA840;QJA840;QJA840;2020-06-18;2020-07-03;2020-07-18;2020-07-03;Exploitation;-;
42380;Cloturé sans suite;Changer le bandeau de COM;15765;SETE Vanne électrique plagette;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;AEJ200;QJA840;QJA840;QJA840;2020-06-18;2020-07-03;2020-07-18;2020-07-03;Exploitation;-;
42379;Cloturé sans suite;Changer le bandeau de COM;104521;SETE Vanne électrique Dorade;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;AEJ200;QJA840;QJA840;QJA840;2020-06-18;2020-07-02;2020-07-17;2020-07-02;Exploitation;-;
42377;Cloturé sans suite;Mise à jour S4-Manager en V3.20;;;;;HC115;Hors Contrat;Occitanie;GJH222;GJH222;GJH222;GJH222;2020-06-18;2020-06-18;2020-06-18;2020-06-18;Exploitation;-;
42374;Cloturé sans suite;Facteur 10 sur SECTO Qm Ste Cécile vers St Georges D'Orque;15740;PIGNAN Reprise Sainte Cécile;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJA542;;;GJH222;2020-06-18;1970-01-01;1970-01-01;2020-07-07;Exploitation;-;
42362;Cloturé sans suite;Ajout infos dans Topkapi;15899;BERNIS Pompage Canferin + ERCA2;9539;VAUNAGE (SI de la);1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-06-18;2020-06-19;2020-07-04;2020-06-22;Exploitation;-;
42356;Cloturé;Modification PR Vigneraie;107795;CUGNAUX PR Vigneraie;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-18;2020-06-18;2020-06-19;2020-06-18;Exploitation;-;
42333;Cloturé sans suite;Demande carte GPRS;13338;MONTADY PR1 Av. de Capestang;20752;CC LA DOMITIENNE - MONTADY;1112;AG Béziers Méditerranée;Occitanie;DFF227;QJA840;QJA840;QJA840;2020-06-18;2020-06-18;2020-07-03;2020-06-18;Exploitation;-;
42332;Cloturé sans suite;Modification niveaux Alarmes;94554;SÈTE Réservoir+Pompage+Chloration la Caraussanne;23000;L'EAU D'ISSANKA - SAM Ville de SETE;1111;AG Thau Méditerranée;Occitanie;GDC408;GJH222;GJH222;GJH222;2020-06-18;2020-06-18;2020-06-18;2020-06-18;Exploitation;-;
42331;Cloturé sans suite;Réalisation Carto avec site PR STEP .... avec google;;;;;1111;AG Thau Méditerranée;Occitanie;DHA168;IAF033;IAF033;IAF033;2020-06-18;2020-06-18;2020-06-26;2020-08-25;Exploitation;-;
42322;Cloturé sans suite;Suppression Informations;15640;COURNONTERRAL Surpresseur la Taillade;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-06-18;2020-06-26;2020-06-26;2020-10-27;Exploitation;-;
42320;Cloturé sans suite;Dépannage MAG8000 pour l'ER SIF pour 50 débitmètres;;;;;HC115;Hors Contrat;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-18;2020-06-18;2020-06-18;2020-06-18;Exploitation;-;
42275;Cloturé sans suite;livraison Cartes GPRS C.Marcelin;;;;;1111;AG Thau Méditerranée;Occitanie;IAF033;FCK343;FCK343;FCK343;2020-06-17;2020-06-17;2020-06-17;2020-06-17;Exploitation;-;
42239;Cloturé;Programmation nouvelle télésurveillance P400Xi;63242;RENNES-LES-BAINS Pompage Captage  La source Ferrière;25081;RENNES-LES-BAINS;1113;AG Aude Pyrénées Orientales;Occitanie;HEI224;AFG555;AFG555;AFG555;2020-06-17;2020-06-19;2020-07-04;2020-06-24;Exploitation;-;
42225;Cloturé sans suite;Forage fichou FU0;60874;PUISSERGUIER POMPAGE Fichou;27959;PUISSERGUIER - Service de l'eau potable;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2020-06-17;2020-06-17;2020-07-02;2020-06-17;Exploitation;-;
42216;Cloturé sans suite;grau d Agde pr10 numéro brûlé tous les jours;13431;AGDE GRAU PR10 Route de Saint Vincent;10069;CA Hérault Méditerranée - AGDE;1111;AG Thau Méditerranée;Occitanie;DJ4073;GJH222;GJH222;GJH222;2020-06-17;2020-06-19;2020-06-19;2020-06-19;Exploitation;-;
42213;Cloturé;Rajouter défaut arrêt urgence sur Topkapi;13664;TRÈBES Puits le Devez;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;GGA565;AFG555;AFG555;AFG555;2020-06-17;2020-06-24;2020-07-09;2020-06-24;Exploitation;-;
42202;Cloturé sans suite;Défaut connexion;83428;SÉRIGNAN SIRENE  rive gauche pont rouge serignan;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;JA4108;GJH222;GJH222;GJH222;2020-06-16;2020-06-17;2020-06-17;2021-01-18;Exploitation;-;
42195;Cloturé sans suite;Bilanterie;64695;LE GRAU-DU-ROI PR PLUVIAL GOZIOZO;19697;TERRE DE CAMARGUE (CC) - Postes refoulement & relèvement eaux pluviales (lot 2);1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2020-06-16;2020-06-16;2020-06-16;2020-06-17;Exploitation;-;
42194;Cloturé sans suite;Bilanterie;64701;GDR PR  PLUVIAL SNCF;19697;TERRE DE CAMARGUE (CC) - Postes refoulement & relèvement eaux pluviales (lot 2);1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2020-06-16;2020-06-16;2020-06-16;2020-06-16;Exploitation;-;
42193;Cloturé sans suite;Bilanterie;15942;LE GRAU-DU-ROI PR PLUVIAL LOU FANAL;19697;TERRE DE CAMARGUE (CC) - Postes refoulement & relèvement eaux pluviales (lot 2);1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2020-06-16;2020-06-16;2020-06-16;2020-06-16;Exploitation;-;
42175;Cloturé sans suite;Changement opérateur astreinte;;;;;1110;AG Pyrénées Val de Garonne;Occitanie;HAI375;AIH262;AIH262;AIH262;2020-06-16;2020-06-16;2020-06-16;2020-06-16;Exploitation;-;
42169;Cloturé;Créer un bouton  sur Topkapi pour mettre le relevage en mode pluie;13696;LABASTIDE-D'ANJOU STEP;;;;;Occitanie;HEI224;AFG555;AFG555;AFG555;2020-06-16;2020-06-24;2020-07-09;2020-06-24;Exploitation;-;
42152;Cloturé;Modification Pt Touch;105285;BLAGNAC PR Imp du Touch;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-16;2020-06-16;2020-06-17;2020-06-18;Exploitation;-;
42151;Cloturé;Modification;105650;TOURNEFEUILLE PR Clos Mirabeau;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-16;2020-06-16;2020-06-17;2020-06-18;Exploitation;-;
42146;Cloturé sans suite;Activation carte GPRS;15845;SETE PR Montpellier 1;24592;SETE AGGLOPOLE MEDITERRANEE - THAU MARITIMA;1111;AG Thau Méditerranée;Occitanie;DGH201;HCE437;HCE437;HCE437;2020-06-16;2020-06-17;2020-06-17;2020-06-17;Exploitation;-;
42144;Cloturé sans suite;URGENT Bascule IP;86103;BOUZIGUES QSECTO Saint Nicolas;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;HCE437;HCE437;HCE437;2020-06-16;2020-07-02;2020-07-02;2020-07-29;Exploitation;-;
42143;Cloturé sans suite;Puisserguier accélérateur;103934;PUISSERGUIER POMPAGE reprise SIVOM;27959;PUISSERGUIER - Service de l'eau potable;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2020-06-16;2020-06-16;2020-07-01;2020-06-16;Exploitation;-;
42140;Cloturé sans suite;Création carte GPRS et intégration;109222;SAUVIAN QGC Piscine de  sauvian;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;GS5122;GJH222;QJA840;QJA840;2020-06-16;2020-06-16;2020-06-16;2020-07-08;Exploitation;-;
42139;Cloturé sans suite;Problème remontée de donnée;75887;PEZENAS QEU déviation vers bassin orage Gourgues;14347;CA HERAULT MEDITERRANEE - PEZENAS;1111;AG Thau Méditerranée;Occitanie;HBK092;IAF033;IAF033;IAF033;2020-06-16;2020-07-08;2020-07-08;2020-07-08;Exploitation;-;
42128;Cloturé sans suite;Modification dans TPK;87804;ORLEIX STEP   PS;19332;ORLEIX;1110;AG Pyrénées Val de Garonne;Occitanie;GFA340;AIH262;AIH262;AIH262;2020-06-15;2020-07-16;2020-07-31;2020-07-17;Exploitation;-;
42115;Cloturé;Modification PR Clos Mirabeau.;105650;TOURNEFEUILLE PR Clos Mirabeau;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-15;2020-06-15;2020-06-30;2020-06-18;Exploitation;-;
42111;Cloturé sans suite;Integration Topkapi;64914;GALLARGUES-LE-MONTUEUX Surpresseur Coudoulier;22700;GALLARGUES-LE-MONTUEUX;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2020-06-15;2020-06-16;2020-07-01;2020-06-16;Exploitation;-;
42080;Cloturé sans suite;Migration RTC -> GPRS;15757;POUSSAN PR+TP Tarroussel;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-06-15;2020-06-17;2020-06-17;2020-10-27;Exploitation;-;
42075;Cloturé sans suite;Migration RTC -> GPRS;15722;MONTBAZIN PR ZAC;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-06-15;2020-06-17;2020-06-17;2020-10-27;Exploitation;-;
42072;Cloturé sans suite;Migration RTC - > GPRS;15723;MONTBAZIN PR Quai de la vene;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-06-15;2020-06-17;2020-06-17;2020-08-19;Exploitation;-;
42068;Cloturé sans suite;Migration RTC - GPRS;15724;MONTBAZIN PR La Davalade;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-06-15;2020-06-17;2020-06-17;2020-08-26;Exploitation;-;
42067;Cloturé sans suite;Migration RTC -> GPRS;15716;MEZE PR Sesquier 3;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;HCE437;2020-06-15;2020-06-17;2020-06-17;2020-10-15;Exploitation;-;
42066;Cloturé sans suite;Migration RTC -> GPRS;15715;MEZE PR Sesquier 2;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;HCE437;2020-06-15;2020-06-17;2020-06-17;2020-10-15;Exploitation;-;
42063;Cloturé;Modification programme;13659;SAINT-HILAIRE Réservoir Bas;4243;RESEAU 11 - SAINT-HILAIRE;1113;AG Aude Pyrénées Orientales;Occitanie;IHC554;AFG555;AFG555;AFG555;2020-06-15;2020-06-24;2020-07-09;2020-06-24;Exploitation;-;
42060;Cloturé sans suite;Migration RTC -> GPRS;64378;MEZE PR Laval;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-06-15;2020-06-17;2020-06-17;2020-10-27;Exploitation;-;
42059;Cloturé sans suite;Migration RTC -> GPRS;64377;MEZE PR L'Hermitage;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;GDC408;HCE437;HCE437;GJH222;2020-06-15;2020-06-17;2020-06-17;2020-10-27;Exploitation;-;
42008;Cloturé;PR pluvial Collège;84966;FENOUILLET PR EP Collège;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-15;2020-06-15;2020-06-17;2020-06-18;Exploitation;-;
41996;Cloturé sans suite;Défaut connexion;83429;SERIGNAN SIRENE  rive droite aire caravane;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;JA4108;QJA840;QJA840;QJA840;2020-06-13;2020-06-15;2020-06-30;2020-06-15;Exploitation;-;
41995;Cloturé sans suite;Défaut connexion;83429;SERIGNAN SIRENE  rive droite aire caravane;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;JA4108;QJA840;GJH222;GJH222;2020-06-13;2020-06-15;2020-06-30;2020-06-17;Exploitation;-;
41989;Cloturé sans suite;Les Etats A/M des équipements ne sont pas archivés;21157;UCHAUD STEP;11139;UCHAUD;1109;AG Occitanie Nord Est;Occitanie;GJH222;GJH222;GJH222;GJH222;2020-06-12;2020-06-12;2020-06-12;2020-06-12;Exploitation;-;
41988;Cloturé;Assistance Mise en service Armele;61372;CONDOM PR Maridan sortie Prétraitement  Fermier du gers;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;AIH262;HJK402;HJK402;HJK402;2020-06-12;2020-06-12;2020-06-12;2020-06-12;Exploitation;-;
41983;Cloturé sans suite;Courbe 520 rocalve;13347;NISSAN-LEZ-ENSERUNE Pompage Surpresseur La Rocalve;20941;CC LA DOMITIENNE - NISSAN-LEZ-ENSERUNE;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2020-06-12;2020-06-12;2020-06-27;2020-06-15;Exploitation;-;
41982;Cloturé sans suite;Modification Topkapi Feuille B6;13487;SERVIAN Captage ZAE de la Baume +Réservoir (3,5 m3)+surpresseur;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;DFF227;QJA840;QJA840;GJH222;2020-06-12;2020-06-15;2020-06-30;2020-07-30;Exploitation;-;
41979;Cloturé;Poste PR 1 Ausonnelle;105415;SEILH PR Che du bac PR 1;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-12;2020-06-12;2020-06-27;2020-06-18;Exploitation;-;
41978;Cloturé sans suite;intégration forage poujols;63281;LE POUJOL-SUR-ORB Forage;28982;LE POUJOL-SUR-ORB - EAU/ASS;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2020-06-12;2020-06-12;2020-06-27;2020-08-14;Exploitation;-;
41977;Cloturé sans suite;Intégration réservoir Poujols;13479;LE POUJOL-SUR-ORB Réservoir 300+60+60;28982;LE POUJOL-SUR-ORB - EAU/ASS;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2020-06-12;2020-06-12;2020-06-27;2020-08-11;Exploitation;-;
41976;Cloturé;Modification PR Bagatelle;105389;TOULOUSE PR Bagatelle;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-12;2020-06-12;2020-06-15;2020-06-18;Exploitation;-;
41975;Cloturé;Modification poste Venise;105371;TOULOUSE PR Venise;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-12;2020-06-12;2020-06-15;2020-06-18;Exploitation;-;
41959;Cloturé;Problème remontée de donnée;13861;AXAT STEP;26336;AXAT;1113;AG Aude Pyrénées Orientales;Occitanie;HBK092;AFG555;AFG555;AFG555;2020-06-12;2020-06-24;2020-07-09;2020-06-24;Exploitation;-;
41948;Cloturé sans suite;Mise à jour du synoptique;96816;AGDE RESERVOIR REUT Golf;10069;CA Hérault Méditerranée - AGDE;1111;AG Thau Méditerranée;Occitanie;HIB150;QJA840;QJA840;QJA840;2020-06-12;2020-07-06;2020-07-21;2020-07-08;Exploitation;-;
41936;Cloturé sans suite;courbe 476 Montels;13342;MONTELS Reservoir + Surpresseur 60 m3;20939;MONTELS;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2020-06-12;2020-06-12;2020-06-27;2020-06-12;Exploitation;-;
41932;Cloturé sans suite;Mise en place NAS pour Sauvegarde;15847;SETE STEP;24592;SETE AGGLOPOLE MEDITERRANEE - THAU MARITIMA;1111;AG Thau Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2020-06-12;2020-06-12;2020-06-26;2020-09-24;Exploitation;-;
41931;Cloturé sans suite;Intégration divers Défauts;;;;;1109;AG Occitanie Nord Est;Occitanie;FFI241;IAF033;IAF033;IAF033;2020-06-12;2020-06-12;2020-06-12;2020-06-12;Exploitation;-;
41900;Cloturé sans suite;Création de carte GPRS + Intégration site;69868;GRAISSAC Réservoir Bourg;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-07-29;Exploitation;-;
41898;Cloturé sans suite;Création de carte GPRS + Intégration site;16303;ESPALION Réservoir Le château de Calmont;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-07-29;Exploitation;-;
41897;Cloturé sans suite;Création de carte GPRS + Intégration site;16230;SAINT-SYMPHORIEN-DE-THÉNIÈRES Réservoir St Gervais;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41896;Cloturé sans suite;Création de carte GPRS + Intégration site;16229;SAINT-SYMPHORIEN-DE-THÉNIÈRES Réservoir;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41895;Cloturé sans suite;Création de carte GPRS + Intégration site;16204;SAINT-AMANS-DES-COTS Réservoir;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41894;Cloturé sans suite;Création de carte GPRS + Intégration site;16203;SOULAGES-BONNEVAL Réservoir;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41893;Cloturé sans suite;Création de carte GPRS + Intégration site;16158;MONTPEYROUX Réservoir;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41892;Cloturé sans suite;Création de carte GPRS + Intégration site;16094;ESTAING Réservoir Ouradou;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41891;Cloturé sans suite;Création de carte GPRS + Intégration site;16093;ESTAING Réservoir Annat;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41890;Cloturé sans suite;Création de carte GPRS + Intégration site;16092;ESTAING Réservoir Escalière;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41889;Cloturé sans suite;Création de carte GPRS + Intégration site;16091;ESTAING Réservoir La Blanquerie;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41888;Cloturé sans suite;Création de carte GPRS + Intégration site;16087;ESPALION Réservoir Najas;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41887;Cloturé sans suite;Création de carte GPRS + Intégration site;16082;ESPALION Surpresseur château de Calmont;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-07-30;Exploitation;-;
41886;Cloturé sans suite;Création de carte GPRS + Intégration site;16080;ENTRAYGUES-SUR-TRUYÈRE Brise charge San Mary;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41884;Cloturé sans suite;Création de carte GPRS + Intégration site;16048;CAMPOURIEZ Réservoir Banhars;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41882;Cloturé sans suite;Création de carte GPRS + Intégration site;16047;CAMPOURIEZ Réservoir Guibertie;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41881;Cloturé sans suite;Création de carte GPRS + Intégration site;16046;CAMPOURIEZ Réservoir Volonzac;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;CEA207;GJH222;FCK343;FCK343;2020-06-11;2020-06-11;2020-06-29;2020-09-30;Exploitation;-;
41879;Cloturé sans suite;Ajout infos dans Topkapi;64741;COLLIAS  Bâche + Surpresseur + chloration;22643;COLLIAS - Entretien des ouvrages d'adduction d'eau potable;1109;AG Occitanie Nord Est;Occitanie;FFI241;IAF033;FCK343;FCK343;2020-06-11;2020-06-12;2020-06-12;2020-06-18;Exploitation;-;
41870;Cloturé sans suite;Modification Topkapi aquacalc synoptique Pr Rebeau de Montblanc;67903;MONTBLANC PR + DO Le Rebeau;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;DCF400;QJA840;QJA840;QJA840;2020-06-11;2020-06-12;2020-06-27;2020-06-12;Exploitation;-;
41861;Cloturé;à intégrer sur Topkapi;86047;CARCASSONNE PR domaine la Fajeolle;24276;CA CARCASSONNE AGGLO - Lot n°2 - Assainissement collectif;1113;AG Aude Pyrénées Orientales;Occitanie;GGA565;AFG555;AFG555;AFG555;2020-06-11;2020-06-11;2020-06-11;2020-06-25;Exploitation;-;
41849;Cloturé;Villesequelande création sonde de pression;97756;VILLESÈQUELANDE Réservoir + Pompage Village;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;SQ5713;AFG555;AFG555;AFG555;2020-06-11;2020-06-24;2020-07-09;2020-06-24;Exploitation;-;
41848;Cloturé;concorde;105286;BLAGNAC PR Concorde;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;TUB171;2020-06-11;2020-06-11;2020-06-11;2020-06-15;Exploitation;-;
41847;Cloturé;Verzeille : Création sonde pression surpresseur;87042;VERZEILLE Pompage Réservoir;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;SQ5713;AFG555;AFG555;AFG555;2020-06-11;2020-06-23;2020-07-08;2020-06-23;Exploitation;-;
